Subject Area,Course Name,Course Description
Russian,RUSS2915 - Russia: The U.S.S.R. and Afterward,"Russian history since the 1917 Revolution. Overview of the old regime; revolution and civil war; the Soviet ""Roaring '20s""; Stalinism and the totalitarianized society; World War II. Postwar Soviet society and culture; de-Stalinization and the sixties generation; Gorbachev, perestroika, and disintegration; contemporary history. [3] (INT)"
Russian,RUSS3303 - Advanced Grammar and Reading,Advanced grammar and reading skills. Prerequisite: 2202. [3] (INT)
Russian,RUSS3305 - Advanced Conversation and Composition,Advanced conversation and composition skills. Prerequisite: 2202. [3] (INT)
Russian,RUSS3306 - Advanced Russian Language through Culture and Literature,"Literature, history, aesthetics, and politics in Russian-speaking cultures. May be repeated for credit if there is no duplication in topic. Prerequisite: 2202. [3] (INT) (CORE LA)"
Russian,RUSS3307 - Advanced Russian Language through Visual Culture and Media,"Cinema, media arts, visual culture, and media history of Russian-speaking cultures from pre-digital to the digital age. May be repeated for credit if there is no duplication in topic. Prerequisite: 2202. [3] (HCA) (CORE LA)"
Russian,RUSS3308 - Advanced Russian Language through Russian Society,"Seminal aspects of Russian literature, culture, and civilization through interdisciplinary lenses. May be repeated for credit if there is no duplication in topic. Prerequisite: 2202. [3] (P)"
Russian,RUSS3333 - Special Offering,Topics vary. [3]
Russian,RUSS3850 - Independent Readings,"Designed for majors and qualified undergraduates. Projects are carried out under the supervision of a member of the department. All projects must be approved by the department. May be repeated for a total of 6 credits over a four-semester period in 3850 and 3851 combined if there is no duplication in topic, but students may earn only up to 3 credits per semester of enrollment. [1-3; maximum of 6 credits total for four semesters of RUSS 3850 and 3851] (No AXLE credit)"
Russian,RUSS3851 - Independent Readings,"Designed for majors and qualified undergraduates. Projects are carried out under the supervision of a member of the department. All projects must be approved by the department. May be repeated for a total of 6 credits over a four-semester period in 3850 and 3851 combined if there is no duplication in topic, but students may earn only up to 3 credits per semester of enrollment. [3; maximum of 6 credits total for four semesters of RUSS 3850 and 3851] (No AXLE credit)"
Russian,RUSS3880 - Internship Training,"Under faculty supervision, students gain experience working in a variety of settings, such as civic, corporate, cultural, government, health, media, political, research, and social welfare organizations in the United States and Russia. Background reading and research must be completed in Russian 3881 concurrently with 3880. A minimum of 3 hours of 3881 must be completed, independent of hours taken in 3880. Students may earn up to 6 hours of 3881 credit. A research paper and report must be submitted at the end of the semester during which the internship training is completed. A 2.90 grade point average and prior approval of the director of undergraduate studies of the student's plans are required. Offered on a Pass/Fail basis only and must be taken concurrently with 3881. Hours of 3880 cannot be included in the minimum hours counted toward the Russian majors or minors. Corequisite: 3881. [Variable credit: 1-9] (No AXLE credit)"
Russian,RUSS3881 - Internship Readings and Research,"Under faculty supervision, students gain experience working in a variety of settings, such as civic, corporate, cultural, government, health, media, political, research, and social welfare organizations in the United States and Russia. Background reading and research in Russian 3881 must be completed concurrently with 3880. A minimum of 3 hours of 3881 must be completed, independent of hours taken in 3880. Students may earn up to 6 hours of 3881 credit. A research paper and report must be submitted at the end of the semester during which the internship training is completed. A 2.90 grade point average and prior approval of the director of undergraduate studies of the student's plans are required. Corequisite: 3880. [Variable credit: 3-6] (No AXLE credit)"
Russian,RUSS3890 - Selected Topics,May be repeated for a total of 12 credit hours in 3890 and 3891 combined if there is no duplication in topic. Students may enroll in more than one section of this course each semester. [1-3; maximum of 12 credit hours total for all semesters of RUSS 3890 and 3891] (No AXLE credit)
Russian,RUSS3891 - Selected Topics,May be repeated for a total of 12 credit hours in 3890 and 3891 combined if there is no duplication in topic. Students may enroll in more than one section of this course each semester. [1-3; maximum of 12 credit hours total for all semesters of RUSS 3890 and 3891] (No AXLE credit)
Russian,RUSS4999 - Senior Honors Thesis,[3] (No AXLE credit)
Sanskrit,SNSK1101 - Elementary Sanskrit I,Fundamental elements of Sanskrit language in Devanagari script. [3] (No AXLE credit)
Sanskrit,SNSK1102 - Elementary Sanskrit II,"Development of reading, pronunciation, recitation, and grammatical proficiency. Materials from classical works of religion, philosophy, folklore, drama, and poetry. Discussion of Sanskrit milieu and historical development. Prerequisite: 1101. [3] (HCA)"
Sanskrit,SNSK2201 - Intermediate Sanskrit I,"Readings in authentic works of philosophy, religion, poetry, history, and drama. Prerequisite: 1102. [3] (HCA)"
Sanskrit,SNSK2202 - Intermediate Sanskrit II,"Readings in authentic works of philosophy, religion, poetry, history, and drama. Prerequisite: 2201. [3] (HCA)"
Sanskrit,SNSK3301 - Advanced Sanskrit I,"Advanced training in Sanskrit language and literature. Drama, poetry, religion, philosophy, and law. Prerequisite: 2202. [3] (HCA)"
Sanskrit,SNSK3302 - Advanced Sanskrit II,"Advanced training in Sanskrit language and literature. Drama, poetry, religion, philosophy, and law. Prerequisite: 3301. [3] (HCA)"
Science Education,SCED2330 - Pedagogy Seminar,This pedagogy seminar accompanies a core course in the College of Arts & Sciences and examines the process of teaching and learning of that course content. Students enrolled in the core course lecture may elect to participate in this accompanying pedagogy seminar. This optional seminar will be team-taught by the core course instructor and an education faculty member. [2]
Science Education,SCED3240 - Teaching Science in Elementary Schools,"Study of the nature of science, discovery (inquiry) teaching and learning, curriculum approaches, goals and standards, trends, instructional and assessment strategies, and resources and materials for teaching science in grades K-5, with emphasis on grades 2-5. [2]"
Science Education,SCED3320 - Introduction to Literacies in Science,"This course is intended for licensure candidates in secondary science education and for other students who want to explore the concepts and practices of disciplinary literacy, that is, the links between content and communication. [3]"
Science Education,SCED3370 - Teaching Science in Secondary Schools,"Study of instructional approaches, materials, curriculum resources, trends, inquiry teaching and learning, for teaching in secondary schools. Required for secondary school licensure in the sciences. Prerequisite: EDUC 3310 or consent of instructor. Corequisite: SCED 3371. [3]"
Science Education,SCED3371 - Professional Year Practicum,"Observation, participation, and teaching in middle school and secondary school settings. Corequisite SCED 3370 [3]"
Science Education,SCED3400 - Modeling in the Secondary Science Classroom,This course is intended for licensure candidates in secondary science education and for other students who want to explore modeling in the secondary science classroom. [3]
Science Education,SCED3850 - Independent Study in Science Education,Semi-independent study on selected topics in science education. May be repeated. Consent of supervising instructor required. [1-3]
Science Education,SCED3890 - Special Topics in Science Education,Exploration of a special topic related to science education. May be repeated with change of topic. [1-3]
Science Education,SCED4963 - Student Teaching Seminar: Secondary,Seminar to accompany EDUC 4953. A $300.00 Teacher Performance Assessment fee is associated with this course. [3]
Scientific Computing,SC3250 - Scientific Computing Toolbox,"Use of computational tools in multiple science and engineering domains. Simulations of complex physical, biological, social, and engineering systems, optimization and evaluation of simulation models, Monte Carlo methods, scientific visualization, high performance computing, or data mining. Prerequisite: CS 2201 or 2204; MATH 1100 or higher. FALL. [3]"
Scientific Computing,SC3260 - High Performance Computing,"Parallel computing, grid computing, GPU computing, data communication, high performance security issues, performance tuning on shared-memory-architectures. Prerequisite: CS 2201 or 2204. SPRING. [3]"
Scientific Computing,SC3850 - Independent Study,Development of a research project by the individual student under the direction of a faculty sponsor. Project must combine scientific computing tools and techniques with a substantive scientific or engineering problem. Consent of both the faculty sponsor and one Director of the SC minor is required. Prerequisite: SC 3250. [1-3]
Scientific Computing,SC3851 - Independent Study,Development of a research project by the individual student under the direction of a faculty sponsor. Project must combine scientific computing tools and techniques with a substantive scientific or engineering problem. Consent of both the faculty sponsor and one Director of the SC minor is required. Prerequisite: SC 3250. [1-3 each semester]
Scientific Computing,SC3890 - Special Topics,[1-3]
Social Studies Education,SSED2100 - Scientific and Historical Reasoning in Young Children,This course focuses on issues of the development of subject matter reasoning and understanding in young children. The course will examine the interplay between informal and formal experiences that influence the development of scientific and historical reasoning as children transition from their intuitive theories to a more formal study of subject matter disciplines. [3]
Social Studies Education,SSED2300 - Pedagogy Seminar,This pedagogy seminar accompanies a core course in the College of Arts & Sciences and examines the process of teaching and learning of that course content. Students enrolled in the core course lecture may elect to participate in this accompanying one credit pedagogy seminar. This optional seminar will be team-taught by the core course instructor and an education faculty member. [1]
Social Studies Education,SSED3240 - Teaching Social Studies in Elementary Schools,"Study of conceptual structure of social studies curricula with emphasis on curricular objectives, instructional approaches, teaching materials, and evaluative strategies focusing on teaching social studies in grades K-5, with emphasis on grades 2-5. Corequisite: SCED 3240 and EDUC 3240. [2]"
Social Studies Education,SSED3260 - Human Geography,"(Also listed as SSED 6240 for Professional Students) An examination of the human and cultural aspects of various regions of the world including the spatial manifestations of culture, population distribution and movements, language, religion, ethnicity, political geography and resource issues. The course examines human geography themes at local, national and international levels and probes the nature of geographical thinking and the characteristics of geography as a social science. [3]"
Social Studies Education,SSED3320 - Introduction to Literacies in the Social Studies,This course is intended for licensure candidates in secondary education for social studies and for other students who want to explore the concepts and practices of disciplinary literacy that is the links between content and communication. [3]
Social Studies Education,SSED3370 - Teaching Social Studies in Secondary Schools,"Instructional principles and techniques of teaching social studies. Required of students seeking secondary school licensure in social studies, a social science field, or history. Prerequisite: EDUC 3310 or consent of instructor. Corequisite: SSED 3371. [3]"
Social Studies Education,SSED3371 - Professional Year Practicum,"Observation, participation, and teaching in middle school and secondary school settings. Corequisite: SSED 3370 [3]"
Social Studies Education,SSED3850 - Independent Study in Social Studies Education,Semi-independent study on selected topics in social studies education. May be repeated. Consent of supervising instructor required. [1-3]
Social Studies Education,SSED3890 - Special Topics in Social Studies Education,Exploration of special topics related to social studies education. May be repeated with change of topic. [1-3]
Social Studies Education,SSED4963 - Student Teaching Seminar: Secondary,Seminar to accompany EDUC 4953. A $300.00 Teacher Performance Assessment fee is associated with this course. [3]
Sociology,SOC1001 - Commons iSeminar,Topics vary. General Elective credit only. [1] (No AXLE Credit)
Sociology,SOC1010 - Introduction to Sociology,"The study of human society; the nature of culture and its organization. Processes of communication, socialization, mobility, population growth. Repeat credit for students who have completed 1010W. [3] (SBS)"
Sociology,SOC1010W - Introduction to Sociology,"The study of human society; the nature of culture and its organization. Processes of communication, socialization, mobility, population growth. Repeat credit for students who have completed 1010. No credit for students who have earned credit for 103. [3] (SBS)"
Sociology,SOC1020 - Contemporary Social Issues,"Social change, conflict, and inequality in modern societies. Basic sociological concepts and methods as they apply to social issues and policy. Focus varies by section. Repeat credit for students who have completed 1020W. [3] (SBS)"
Sociology,SOC1020W - Contemporary Social Issues,"Social change, conflict, and inequality in modern societies. Basic sociological concepts and methods as they apply to social issues and policy. Focus varies by section. Repeat credit for students who have completed 1020. [3] (SBS)"
Sociology,SOC1030 - Environment and Society,"Inequality, population, social change, technology, and the state. Application of concepts from general sociology and environmental sociology to environmental problems across institutional sectors such as food, water, energy, health, and transportation. [3] (SBS)"
Sociology,SOC1041 - Men and Women in American Society,"This course focuses on ideas about masculinity and femininity and how these ideas carry with them inequalities in the distribution of power and resources available to men and women. We examine how gender permeates seemingly neutral aspects of everyday life - how we date, sexuality, family life, work relationships, political life, media images. Repeat credit for students who have completed 1041W. [3] (P)"
Sociology,SOC1041W - Men and Women in American Society,"This course focuses on ideas about masculinity and femininity and how these ideas carry with them inequalities in the distribution of power and resources available to men and women. We examine how gender permeates seemingly neutral aspects of everyday life - how we date, sexuality, family life, work relationships, political life, media images. Repeat credit for students who have completed 1041. [3] (P)"
Sociology,SOC1111 - First-Year Writing Seminar,"Independent learning and inquiry in an environment in which students can express knowledge and defend opinions through intensive class discussion, oral presentations, and written expression. May be repeated for credit once if there is no duplication of topic, but students may earn only up to 3 credits in any 1111 course per semester of enrollment. [3; maximum of 6 credits total for all semesters of 1111] (AXLE credit category varies by section)"
Sociology,SOC2002 - Introduction to Social Research,"Overview and evaluation of research strategies. Interpretation of qualitative and quantitative data. Research methods and design. Evaluate research ethics, research hypotheses, and literature reviews. Prerequisite: 1010, 1010W, 1020, 1020W, or 1030. Open only to sociology, environmental sociology, and public policy majors. [3] (SBS) (Core B, D)"
Sociology,SOC2100 - Statistics for Social Scientists,"Descriptive and inferential statistics with social science research applications. Sampling issues; describing data with measures of central tendencies and dispersion; hypothesis testing using categorical and continuous indicators; multivariate techniques for continuous, categorical, and time dependent data. Limited to majors and minors in Sociology, Public Policy Studies, and Communication of Science and Technology, with preference given to Sociology majors and minors. [3] (SBS)"
Sociology,SOC2205 - Seeing Social Life,"History, theory, and ethics of visual images in sociological research. Truth status of visual data. How individuals and groups use photographs to make sense of social worlds. Race, ethnicity, gender, social class, and their visual documentation. Methods for collection and analysis of visual data, especially photographs. Prerequisite: SOC 1010, 1010W, 1020, 1020W, 1041, 1041W, or ANTH 1101. [3] (SBS) (CORE C, D)"
Sociology,"SOC2206 - Artistic Dreams, Communities, and Pathways","Artists' dreams and their pathways to creative careers and expressive lives.  Seizing opportunities posed by history and surmounting societal obstacles to entering the creative class.  Organizations, institutions, and communal spaces that encourage creative careers and living expressive lives. Not open to students who have earned credit for SOC 1111 section 18 without permission. Total credit hours for this course and SOC 1111 section 18 will not exceed 3 credit hours. Credit hours reduced from most recent course taken (or from test or transfer credit) as appropriate. [3] (SBS) (CORE B)"
Sociology,SOC2230 - Sociology Through Baseball,"Baseball as a social institution. Group dynamics; baseball as work and business. Free agency and law; race and ethnic relations. Globalization. Serves as repeat credit for students who have earned credit for 3224W. [3] (SBS) (CORE B, C)"
Sociology,SOC2290 - Contemporary American Society,"Shifts in the political, economic, and social structure of the United States; changes in technology, demography, and social mores. [3] (US) (CORE B, C)"
Sociology,"SOC2322 - Environment, Health, and the Politics of Science","Basic concepts in the sociology of science and their applications to controversies in the health and environmental sciences. Toxins and risk, nutrition, and health. Health and environmental aspects of emerging technologies. Case studies to develop generalizable social-science hypotheses. [3] (SBS)"
Sociology,"SOC2323 - NGOs, Society, and Climate Change","Nonprofits as complex and diverse actors engaged in climate mitigation, climate adaptation, policy, and energy justice. Logics of nonprofit organizations; grant-writing. Perspectives and insights from sociology, political science, and nonprofit studies. [3] (SBS)"
Sociology,"SOC2351 - Race, Gender, and Health","Effect of racial and ethnic background, gender, socioeconomic status, sexual identity, and age or generation on the experiences of health, illness, medical institutions, and work in the health professions. [3] (SBS)"
Sociology,SOC2352 - Social Networks and Health,"How social networks generate health inequality. Survey instruments for measuring social networks. Network-based concepts and theories, including social integration, cohesion, capital, regulation, support, negative interactions and exchanges, negative social comparison, contagion, and social cost. [3] SBS"
Sociology,SOC2604 - U.S. Social Movements,"Historical origins, mobilization, strategies, outcomes, and legacies of U.S. social movements, including anti-racism, civil rights, environmental, feminist, labor, LGBTQIA+, and urban movements. Serves as repeat credit for students who earned credit for SOC 3314 or ENVS 2324. [3] (US)"
Sociology,SOC2700 - Racial and Ethnic Minorities in the United States,"Status of blacks, Asians, Hispanics, and other minorities. Migration, identity and association, and strategies to improve group status and reduce intergroup tensions. Comparisons to other countries. [3] (SBS)"
Sociology,"SOC2701 - Racial Domination, Racial Progress","Racial and ethnic relations in contemporary American society. Impact of race and ethnicity on education, economics, politics, family, and health. Study of Whites, Blacks, Hispanics, Asians, and Native Americans. Color-blind ideology. [3] (SBS)"
Sociology,SOC2710 - Gender in Society,"Theoretical approaches to gender relations with a focus on the contemporary U.S. Evolution of gender stereotypes, gender socialization over the life course, gender in social interactions, institutional sources of gender inequality, and intersections of gender with race, social class, and sexual identity. Topics include work, school, families, health, and intimate relationships. [3] (SBS)"
Sociology,"SOC2720 - Race, Gender, and Sport",Manifestations of race and gender in sport. Emphasis on race and gender ideologies and the associated inequalities in sport in America. International comparisons for context. [3] (SBS)
Sociology,SOC2799 - Womb to Tomb: The Life Course,"Stages of life: birth, school and work, coupling, child rearing, retirement and death. Rites of passage that mark transitions between those stages. Importance of life events to individual biographies, and how race, gender, sexuality, class, and other social differences shape those events. Cultural differences. [3] (SBS)"
Sociology,SOC3001 - Sociological Perspectives,"Major classical and contemporary sociological perspectives such as symbolic interactionism, functionalism, and conflict sociology. Attention to the orientation and style of outstanding representatives of each perspective. Analysis in terms of basic concepts, central questions, substantive themes, methodology, and bearing on contemporary social issues. [3] (P)"
Sociology,SOC3003 - Research Practicum,Review of sociological concepts and methods coupled with experience in data collection and analysis as applied to a research project underway by one or more sociology faculty members. May be repeated for a total of 6 credits if there is no duplication of content. [3] (No AXLE credit)
Sociology,SOC3201 - Cultural Consumption and Audiences,"How audiences and consumers engage with art and culture - from popular music to film, classical art, fashion, and food. [3] (SBS)"
Sociology,SOC3202 - Cultural Production and Institutions,"The production of culture. The role of artists, firms, and markets in creating cultural objects, ideas, and practices, including novels, television and news, science, music, visual arts, and food. [3] SBS"
Sociology,SOC3203 - Art in Everyday Life,"Art and the public sphere. Cultural analysis, critical theory, art production and reception, curation, ethnography. [3] (SBS)"
Sociology,"SOC3204 - Tourism, Culture, and Place","Nature of tourist encounters. Marketing and displaying culture to tourists. Implications for urban economies and landscapes, and for tourists and locals. Ethics and dilemmas. Nashville as case study. Field-trip based learning. Frequent travel off-campus will pose scheduling conflicts with other classes immediately prior or after. Prerequisite 1010 or other Sociology class. [3] (SBS)"
Sociology,SOC3207 - Popular Culture Dynamics,"Examination of theories and research that link culture and society. Consideration of the mass media arts with particular emphasis on popular music. Focus on creators, industry, and audiences. [3] (SBS)"
Sociology,SOC3210 - Creative Industries,"Creation, production, and reception of cultural products such as music, film, and novels, drawing on the sociology of culture, economic sociology, and organizational sociology. [3]"
Sociology,"SOC3213 - Artists, Community, and Democracy","Communities of diverse artists, minority viewpoints, and cultural pluralism in a democratic society. Contemporary United States with cross-cultural and historical comparisons. [3] (SBS)"
Sociology,SOC3221 - The Family,"Study of the relationship of family structure to social organization. Comparative and historical approaches to the family. Recent changes in the American family. Courtship, marriage, marital adjustment, parenthood, and family dissolution in relation to contemporary American society. [3] (P)"
Sociology,SOC3222 - Sociology of Religion,"Theories of the nature, function, and structure of religion. Religion in America, including fundamentalism, the Black Church, and cults. How religion changes and is changed by secular society. [3] (SBS)"
Sociology,SOC3223 - Schools and Society: The Sociology of Education,"How schools affect individuals and relate to institutions: the government, the economy, social classes, and families. How social attributes, including race and class, affect academic achievement. Controversies such as desegregation and intelligence testing. [3] (SBS)"
Sociology,SOC3224W - Sociology Through Baseball,"Baseball as a social institution. Group dynamics, baseball as work and business. Free agency and law, race and ethnic relations, and globalization. Serves as repeat credit for students who have earned credit for 3224. [3] (SBS)"
Sociology,SOC3231 - Contemporary Latin America,"Current history and long-term trends; regional trade. Development strategies and social inequalities. Hispanic Americans, immigration, and the U.S. border; the war on drugs. Race, music, and popular culture. [3] (INT)"
Sociology,SOC3232 - Contemporary Mexican Society,"Sociological understanding of contemporary Mexican society. Historical roots of the modern Mexican state. Economic, political, and social institutions operating in Mexico, formal and informal structures, and their consequences. [3] (INT)"
Sociology,SOC3236 - American Jewish Life,"Diversity, individualism, and change in Jewish life. Food and culture, memory and identity, gender and assimilation, Reform-Conservative-Orthodox culture wars. [3] (SBS)"
Sociology,SOC3240 - Emergent Technologies and Social Life,"Integration of new technologies into contemporary social life; structural dynamics of socio-technical systems. Foundational theories of technology in society. Digital, data-driven, and automated technologies through recent field-defining monographs; mutually influential relationship between technical and social currents. [3] (SBS)"
Sociology,SOC3242 - Artificial Intelligence in Social Systems,Artificial intelligence across social institutions. Inequality reflected and perpetuated through data and automation. Cutting-edge questions and problems from a sociological perspective. [3] (SBS)
Sociology,SOC3301 - Society and Medicine,"Cultural and social factors in the perception, definition, diagnosis, treatment, and distribution of disease. Doctor-patient relations; role of nurses and other health professions. Social consequences of hospitals, medical technology, medical specialization, and health insurance. [3] (SBS)"
Sociology,"SOC3302 - Poverty, Health, and Politics","Politics of poverty, health, and social welfare policy in the U.S. from the 1930s to the present. Profiles of poverty and health. Social change, social movements, advocacy, and social enterprise. [3] (SBS)"
Sociology,SOC3303 - Social Dynamics of Mental Health,Definition and classification of mental health and mental illness. Emphasis on social factors affecting mental health. Different ways of responding to persons in poor mental health and consequences of particular responses. [3] (SBS)
Sociology,SOC3306 - Gender and Medical Work,Gender inequality in the health professions. Relationship between gender inequality and other forms of inequality in health care work. [3] (SBS)
Sociology,SOC3311 - Climate Change and Society,"The sociology of climate change, including efforts to reduce greenhouse gases and problems caused by climate change. Comparative analysis of how governments and businesses develop strategies to adapt to climate change. [3] (SBS)"
Sociology,SOC3312 - Environment and Development,"Relationship between economic development and the natural environment. Implications of development on our contemporary ways of life and the environmental conditions of our planet. Different models of development for both Western industrial and developing societies, from early imperialism to contemporary globalization. Current global environmental crises, problems of environmental inequality and injustice, and social movements for alternative development initiatives. [3] (SBS)"
Sociology,SOC3314 - Environmental Inequality and Justice,"Relationships between social inequalities and environmental degradation, both in the U.S. and internationally. Distribution of environmental hazards across race and class, natural resource rights and management, urban health and sustainability, climate injustices, and environmental justice movements. Serves as repeat credit for students who earned credit for SOC 2604 or ENVS 2324. [3] (SBS)"
Sociology,SOC3315 - Human Ecology and Society,"Demography, social organization, technology, and the global environment. Shifting energy systems; sustainable industries; food production. Growth vs. development. Affluence, waste, and recycling. [3] (INT) (CORE B, E)"
Sociology,"SOC3316 - Business, Civil Society, and the Environment","Environmental sustainability and social responsibility; interactions among private sector, civil society, state, and consumers. Social movements and industry, politics of green consumption, and rise of third-party certification movements and private governance. Agriculture, fishing, and forestry industries. [3] (SBS)"
Sociology,SOC3317 - Energy Transitions and Society,Comparisons of contemporary societies' transition to low-carbon energy systems. Emphasis on renewable energy and energy efficiency. Perspectives include both wealthy and poor countries. [3] (INT)
Sociology,SOC3318 - Sociology of Green Jobs,"Comparative, historical, and theoretical perspectives of the contemporary transformation of work and employment in green jobs. Emphasis on the U.S. economy. [3] (SBS)"
Sociology,SOC3321 - Population and Society,"The mutual influence of demographic factors and social structure. Trends in fertility, mortality, population growth, distribution, migration, and composition. Population policy and national development. [3] (INT) (CORE B, C)"
Sociology,SOC3322 - Immigration in America,"Theories of international migration, with an emphasis on migration as a social process. Economic and social impact, including assimilation, immigrant incorporation, and the second generation. The migrant experience, including transnational practices, and how immigration redefines race, ethnicity, and gender. Immigration history of the United States. Current U.S. immigration law and policy. Debate on open borders. [3] (SBS)"
Sociology,SOC3333 - Special Offering,Topics vary. [3]
Sociology,"SOC3601 - Self, Society, and Social Change","Problems and prospects for individual participation in social change; volunteering, community service, and philanthropy; role of individuals and voluntary associations in social change. [3] (SBS) (CORE B, E)"
Sociology,SOC3602 - Change and Social Movements in the Sixties,"Mid-1950s to mid-1970s. The rise and influence of social movements in the 1960s, including civil-rights, student, anti-Vietnam War, feminist, and countercultural. [3] (SBS)"
Sociology,SOC3603 - Women and Social Activism,"History of women's participation in social movements. Women's citizenship, environmentalism, second- and third-wave feminism, hate movements, and global feminist activism. Theories of mobilization, collective identity, strategy, and movement outcomes. Not open to students who have earned credit for SOC 1111 Section 17 without permission. Total credit for this course and SOC 1111 Section 17 will not exceed 3 credit hours. Credit hours reduced from second course taken (or from test or transfer credit) as appropriate. [3] (SBS)"
Sociology,SOC3605 - Law and Social Movements,"Social activists and their relationship to the law and legal institutions. Activist litigation, movement legislative influence, protest policing, government surveillance of activists, and rights consciousness. Civil rights, women's, LGBT, environmental, and labor movements. [3] (SBS)"
Sociology,SOC3611 - Women and the Law,"History of laws in the U.S. subordinating women. Efforts by feminists to achieve substantive and procedural equity. Employment, educational, reproductive, and criminal law, and women's role in the legal profession. [3] (P)"
Sociology,"SOC3612 - Class, Status, and Power","Analysis of the competition for jobs, advancement, and income. The influence of social background, education, politics, race, sex, changes in national economy, and other factors will be considered. Theoretical and empirical analysis focusing on the United States. [3] (SBS)"
Sociology,SOC3613 - Law and Society,"Law, inequality, and racial, ethnic, gender, and economic groups in society. Operation of the legal system, including lawyers, courts, and police. Advantages and disadvantages in law. Law's role in social change. [3] (SBS)"
Sociology,"SOC3614 - Politics, State, and Society","The relationship between state and society; the nature and distribution of power in democratic society; the social conditions necessary for democracy; social movements and protest in political change; and the politics of public policy making. Attention to political actions, definitions of citizenship, and political ideology. [3] (SBS) (CORE B, E)"
Sociology,SOC3615 - Human Behavior in Organizations,"Organizations are treated as resources in the production and distribution of goods and services. Case analyses from the economy are reviewed to diagnose ""organizational pathologies"" and to understand reciprocal impacts among organizational structures, leaders, and citizens. [3] (SBS)"
Sociology,SOC3616 - Women and Public Policy in America,"A study of public policies as they affect women in contemporary American society. Issues considered include participation of women in the labor force; effects of employment patterns on the family; birth control, abortion, and health care policies; child care; participation of women in political processes; divorce, child support, and custody; affirmative action policies; present governmental remedies and proposed alternatives. [3] (SBS)"
Sociology,SOC3621 - Criminology,"The nature, distribution, causes, and control of crime with emphases on contemporary American society and a broad range of types of crime. [3] (SBS)"
Sociology,SOC3622 - Delinquency and Juvenile Justice,"The nature, distribution, causes and control of juvenile delinquency and the operation of the juvenile justice system in contemporary American society. [3] (SBS) (CORE B, E)"
Sociology,SOC3623 - Deviant Behavior and Social Control,"The social causes of, and societal reactions to, several types of deviant behavior (e.g., juvenile delinquency, crime, sex deviance, mental illness). Examines the probable consequences of suggested solutions to reduce different types of deviant behavior. [3] (SBS) (CORE B, E)"
Sociology,SOC3624 - Prison Life,"Prison life from the perspective of prisoners, officials, and the society in which they operate. [3] (SBS)"
Sociology,SOC3625 - American Policing: Evolution and Controversy,"History of US policing, source of maintenance of its power. Selected police brutality and other misconduct including current events. Police unions, militarization, force continuum, consent decrees, asset forfeiture. Role of media and community. Probing look at role of the police. Serves as repeat credit for SOC 3333 section 01 offered Spring 2023, SOC 3333 section 01 offered Spring 2022, SOC 3333 section 01 offered Spring 2021. [3] (SBS)"
Sociology,SOC3703 - Social Psychology of Prejudice,Prejudice and its amelioration. Problems of relations between blacks and whites in the United States. [3] (SBS)
Sociology,"SOC3711 - Women, Gender, and Globalization","Globalization and its impact on women and gender relations. Multinational corporations, economic development, and inequality; new forms of work; human rights; feminist movements for change. [3] (INT)"
Sociology,"SOC3723 - Gender, Sexuality, and the Body","The body is a physical marker of gender and sexuality. Biological reproduction is saturated with social meanings - shaping ideas about masculinity, femininity, the gender division of labor, and heterosexuality. In this course, we will look at the body as reflexive project and as the site of historical and ideological significance. We address race, ethnicity, physical abilities, and class in explaining variations in cultural ideals. [3] (SBS)"
Sociology,"SOC3724 - Gender Identities, Interactions, and Relationships","Gender identities form and influence interactions in friendships, intimate relations, families, education, and other institutions. Changes and continuities in gender roles within the United States and ways in which race, class, and sexual orientation intersect processes of gender relations. [3] (SBS)"
Sociology,SOC3851 - Independent Research and Writing,May be repeated for a total of 6 credits. Students may enroll in more than one section of this course each semester. [1-6; maximum of 6 credits total for all semesters of 3851] (No AXLE credit)
Sociology,SOC3880 - Internship Training,"Under faculty supervision, students gain experience in any of a variety of settings, such as civic, corporate, cultural, government, health, media, political, research, and social welfare organizations. Background reading and research will be completed in Sociology 3881 concurrently with the completion of internship training, Sociology 3880. A minimum of 3 hours of 3881 must be completed with hours taken in 3880. A research paper and report must be submitted at the end of the semester during which the internship training is completed. A 2.90 grade point average, completion of 6 hours of prior work in sociology, and prior departmental approval of the student's plans are required. Offered on a pass/fail basis only and must be taken concurrently with 3881. Hours of 3880 may not be included in the minimum hours counted toward the sociology major. Corequisite: 3881. [1-9] (No AXLE Credit)"
Sociology,SOC3881 - Internship Readings and Research,"Under faculty supervision, students gain experience in any of a variety of settings, such as civic, corporate, cultural, government, health, media, political, research, and social welfare organizations. Background reading and research will be completed in Sociology 3881 concurrently with the completion of internship training, Sociology 3880. A minimum of 3 hours of 3881 must be completed with hours taken in 3880. A research paper and report must be submitted at the end of the semester during which the internship training is completed. A 2.90 grade point average, completion of 6 hours of prior work in sociology, and prior departmental approval of the student's plans are required. Corequisite: 3880. [3-6] (No AXLE credit)"
Sociology,SOC4961 - Seminars in Selected Topics,May be repeated for a total of 6 credits if there is no duplication in topic. Students may enroll in more than one section of this course each semester. [3; maximum of 6 credits total for all semesters of 4961] (No AXLE credit)
